team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,39,84,6,19,19,29,17,23,31,14,9,10,21
CHICAGO BULLS,240,36,77,5,13,18,24,14,27,29,7,7,18,24
NEW YORK KNICKS,240,42,77,5,8,21,22,9,33,27,9,9,18,21
CLEVELAND CAVALIERS,240,27,77,5,9,16,18,11,21,23,8,2,21,24
PORTLAND TRAIL BLAZERS,240,38,76,1,5,19,25,11,39,26,4,2,14,22
DALLAS MAVERICKS,240,33,84,6,22,16,25,12,27,19,5,10,8,26
PHILADELPHIA 76ERS,240,31,79,2,12,13,16,15,17,14,9,2,10,19
LOS ANGELES CLIPPERS,240,32,56,8,18,16,22,4,29,20,3,10,18,16
VANCOUVER GRIZZLIES,240,29,82,4,18,28,29,11,19,16,7,6,12,19
NEW JERSEY NETS,240,43,81,2,5,16,18,14,36,24,5,6,21,27
WASHINGTON WIZARDS,240,32,65,1,3,26,42,10,32,21,11,3,23,23
PHOENIX SUNS,240,38,87,5,10,24,30,16,23,28,14,4,13,28
HOUSTON ROCKETS,240,43,81,4,16,19,25,8,18,26,9,2,17,19
SACRAMENTO KINGS,240,51,78,7,15,16,19,7,25,30,11,1,20,18
INDIANA PACERS,240,31,83,1,5,18,22,8,33,15,4,5,14,29
TORONTO RAPTORS,240,39,78,6,15,18,28,10,37,22,4,9,14,27
DETROIT PISTONS,240,31,91,6,19,11,17,19,29,13,6,9,12,23
UTAH JAZZ,240,30,78,8,18,16,20,12,35,21,7,8,12,22
