team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,265,41,84,1,9,26,33,19,40,30,4,5,20,30
CHICAGO BULLS,265,39,89,4,16,22,36,12,24,26,13,0,10,28
NEW YORK KNICKS,265,37,85,3,8,12,12,13,37,23,8,2,21,22
GOLDEN STATE WARRIORS,265,34,93,3,9,16,22,17,29,26,15,7,11,16
MILWAUKEE BUCKS,240,30,74,4,21,14,17,12,29,14,9,3,24,25
PHILADELPHIA 76ERS,240,36,93,1,8,17,26,21,28,23,15,2,14,17
LOS ANGELES LAKERS,240,26,69,3,14,28,38,13,22,15,5,2,15,25
PHOENIX SUNS,240,41,80,2,9,20,27,12,32,28,9,3,11,28
LOS ANGELES CLIPPERS,240,35,76,4,13,22,27,4,32,20,5,3,10,27
PORTLAND TRAIL BLAZERS,240,36,76,5,8,27,36,10,27,29,9,2,9,24
CLEVELAND CAVALIERS,240,35,83,1,9,15,18,9,22,21,9,2,14,25
SEATTLE SUPERSONICS,240,39,69,7,10,19,28,7,33,28,7,13,20,22
DALLAS MAVERICKS,240,32,85,7,18,27,29,9,41,18,4,8,7,23
UTAH JAZZ,240,30,84,6,17,24,31,14,37,21,4,6,8,25
