team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,38,74,7,10,22,34,7,29,22,9,9,12,22
ATLANTA HAWKS,240,39,84,7,17,14,23,14,29,22,6,3,13,27
UTAH JAZZ,240,36,79,3,12,24,29,16,32,29,8,6,18,30
BOSTON CELTICS,240,33,79,10,24,27,34,12,24,22,10,3,12,23
NEW YORK KNICKS,240,27,74,5,20,13,18,6,36,23,7,3,13,21
CHICAGO BULLS,240,31,73,4,13,15,22,7,36,27,7,3,11,16
MINNESOTA TIMBERWOLVES,240,34,76,2,10,19,23,16,35,23,9,12,17,22
DENVER NUGGETS,240,28,78,4,14,11,16,9,23,23,8,5,15,19
MIAMI HEAT,265,32,82,6,23,27,37,15,34,20,7,3,11,19
DETROIT PISTONS,265,35,85,7,18,16,23,14,32,19,5,6,13,28
SEATTLE SUPERSONICS,240,35,81,3,10,13,22,14,27,16,2,4,6,23
INDIANA PACERS,240,31,73,6,22,15,22,13,26,23,3,12,10,25
SACRAMENTO KINGS,240,28,69,4,11,21,24,9,32,13,2,3,16,19
LOS ANGELES CLIPPERS,240,35,84,6,13,12,19,17,32,15,8,8,12,15
CLEVELAND CAVALIERS,240,36,84,1,3,21,33,15,24,21,7,5,17,30
ORLANDO MAGIC,240,43,87,6,19,28,39,18,34,26,14,4,15,28
WASHINGTON WIZARDS,240,39,81,4,9,20,21,9,31,21,8,2,18,30
PHILADELPHIA 76ERS,240,41,83,2,6,23,33,12,30,28,8,4,13,19
NEW JERSEY NETS,240,28,74,6,17,28,36,8,23,17,3,4,5,16
TORONTO RAPTORS,240,45,88,8,22,9,12,17,37,30,3,9,9,25
