team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,36,70,9,20,16,26,4,36,25,9,3,14,21
BOSTON CELTICS,240,31,78,4,19,11,15,10,29,17,7,3,18,21
TORONTO RAPTORS,240,34,81,10,20,17,19,9,21,28,6,4,15,19
CHARLOTTE HORNETS,240,42,79,5,12,22,25,12,28,30,10,4,16,17
WASHINGTON WIZARDS,240,37,78,6,8,19,26,11,28,19,12,2,16,18
GOLDEN STATE WARRIORS,240,38,81,1,7,17,26,12,30,26,10,10,16,19
ORLANDO MAGIC,240,38,87,8,24,11,14,15,28,25,4,6,8,23
INDIANA PACERS,240,36,74,7,13,17,22,10,34,26,4,3,12,15
CHICAGO BULLS,240,27,66,3,8,24,31,8,23,16,7,2,16,19
MIAMI HEAT,240,44,79,7,13,14,16,10,25,30,9,0,12,26
LOS ANGELES LAKERS,240,32,78,6,20,30,37,15,32,25,8,3,17,28
MILWAUKEE BUCKS,240,35,79,5,14,32,34,7,33,17,8,3,13,24
DALLAS MAVERICKS,240,35,80,6,15,21,31,10,24,18,7,7,15,16
MINNESOTA TIMBERWOLVES,240,48,85,5,9,8,11,10,29,32,8,12,11,25
