team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,265,38,94,8,26,31,37,16,28,21,12,3,10,23
ATLANTA HAWKS,265,41,82,11,20,19,28,12,36,25,3,6,18,25
UTAH JAZZ,240,34,82,4,8,14,18,13,23,25,7,1,12,30
HOUSTON ROCKETS,240,36,67,9,21,28,37,3,32,25,8,4,10,16
DETROIT PISTONS,240,35,83,3,13,21,28,16,30,17,5,3,15,26
LOS ANGELES CLIPPERS,240,37,80,5,14,22,31,13,32,27,9,7,18,23
TORONTO RAPTORS,240,38,77,8,13,17,26,7,36,23,4,7,9,25
MIAMI HEAT,240,33,87,3,12,23,30,19,28,17,5,1,8,21
NEW YORK KNICKS,265,40,88,8,15,29,34,6,34,23,9,3,12,30
SACRAMENTO KINGS,265,42,81,9,20,31,44,7,38,21,7,4,18,24
CHARLOTTE HORNETS,240,31,76,2,6,15,19,10,25,17,9,6,15,26
SAN ANTONIO SPURS,240,29,64,4,10,31,35,8,37,16,4,8,19,19
INDIANA PACERS,240,45,82,7,14,13,17,12,30,27,11,4,18,24
WASHINGTON WIZARDS,240,40,79,2,5,20,27,10,26,19,12,3,15,19
