team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,37,81,5,15,16,26,12,35,18,9,3,15,17
DALLAS MAVERICKS,240,40,83,5,15,15,17,6,34,22,9,9,13,20
CHICAGO BULLS,290,47,89,5,15,23,31,11,26,35,6,1,15,27
MILWAUKEE BUCKS,290,52,98,5,18,17,25,20,28,21,10,6,15,28
DENVER NUGGETS,240,34,86,3,10,11,15,10,33,16,7,6,12,22
PHOENIX SUNS,240,37,84,3,11,20,24,9,40,30,9,11,10,13
GOLDEN STATE WARRIORS,240,38,92,3,11,12,18,16,26,23,8,6,13,16
PORTLAND TRAIL BLAZERS,240,47,91,8,20,20,22,14,34,32,8,5,9,16
ATLANTA HAWKS,240,35,79,5,8,20,23,4,27,22,7,5,11,24
SAN ANTONIO SPURS,240,43,86,8,11,30,37,16,40,27,8,9,9,20
LOS ANGELES LAKERS,240,40,82,3,10,15,23,12,41,29,4,8,15,22
VANCOUVER GRIZZLIES,240,36,92,3,10,13,14,10,31,23,8,8,7,21
