team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,38,72,9,16,31,42,8,35,24,10,5,15,16
BOSTON CELTICS,240,37,84,10,27,13,16,10,25,25,10,3,15,28
MIAMI HEAT,240,35,77,10,20,11,15,8,26,28,10,6,18,21
CLEVELAND CAVALIERS,240,31,72,2,6,15,17,7,33,19,9,5,22,15
ORLANDO MAGIC,240,31,89,4,19,18,28,16,31,13,7,5,9,33
DETROIT PISTONS,240,28,78,5,8,32,49,21,41,15,8,9,14,25
NEW JERSEY NETS,240,43,84,13,21,21,27,8,30,29,8,3,7,25
INDIANA PACERS,240,32,78,5,13,27,32,9,32,20,3,6,12,23
GOLDEN STATE WARRIORS,240,35,93,1,6,24,28,22,21,17,9,4,16,23
LOS ANGELES LAKERS,240,41,85,4,19,24,28,18,33,19,9,5,18,24
SEATTLE SUPERSONICS,265,46,95,3,9,16,19,17,30,26,6,3,17,21
MINNESOTA TIMBERWOLVES,265,48,94,7,18,16,21,12,31,36,10,8,13,21
NEW YORK KNICKS,240,31,71,2,11,24,29,8,24,13,6,6,16,22
TORONTO RAPTORS,240,34,81,4,11,26,30,17,27,18,11,3,15,28
UTAH JAZZ,240,49,82,7,12,13,16,6,31,40,8,6,13,30
WASHINGTON WIZARDS,240,31,88,4,12,32,44,24,25,19,7,0,12,18
