team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,28,75,2,9,18,32,13,41,11,9,8,16,16
ATLANTA HAWKS,240,27,77,6,19,7,9,6,30,16,11,6,13,27
ORLANDO MAGIC,265,40,83,4,12,14,23,7,34,27,5,13,20,32
BOSTON CELTICS,265,33,80,5,13,32,43,10,37,17,14,3,13,25
MIAMI HEAT,240,29,74,3,15,19,22,13,19,21,11,7,17,23
CLEVELAND CAVALIERS,240,31,69,2,4,21,27,12,33,21,11,9,17,23
SAN ANTONIO SPURS,240,33,82,4,18,22,27,13,22,22,10,8,10,16
DENVER NUGGETS,240,42,77,11,17,7,10,7,30,32,6,9,13,20
VANCOUVER GRIZZLIES,240,34,85,7,16,21,31,15,21,25,8,1,20,25
DETROIT PISTONS,240,47,80,5,10,19,25,11,29,25,13,6,20,30
WASHINGTON WIZARDS,240,31,82,2,17,23,32,12,30,18,9,1,14,23
INDIANA PACERS,240,40,78,2,14,17,26,6,36,28,10,5,18,28
MINNESOTA TIMBERWOLVES,240,41,92,7,14,19,21,12,27,20,11,2,14,21
LOS ANGELES LAKERS,240,46,88,8,17,15,23,13,35,27,6,6,19,20
CHARLOTTE HORNETS,240,41,75,11,23,13,19,14,32,27,2,7,16,21
MILWAUKEE BUCKS,240,33,87,5,17,19,26,21,18,18,8,3,9,21
GOLDEN STATE WARRIORS,240,32,86,4,10,6,12,12,38,16,6,10,15,23
PHOENIX SUNS,240,31,93,1,10,17,24,17,38,20,7,6,11,14
LOS ANGELES CLIPPERS,240,35,89,3,14,8,14,14,34,20,4,6,17,20
SEATTLE SUPERSONICS,240,40,81,5,12,13,16,5,32,24,12,8,9,19
NEW JERSEY NETS,240,28,71,3,11,26,32,10,29,13,10,7,19,24
UTAH JAZZ,240,37,72,4,12,19,25,8,28,28,13,10,17,26
