team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,265,40,83,8,16,15,20,10,35,22,3,6,15,24
BOSTON CELTICS,265,33,77,7,19,28,37,6,34,17,10,1,11,21
SAN ANTONIO SPURS,240,31,83,3,7,12,18,15,39,15,5,2,16,20
DALLAS MAVERICKS,240,34,86,2,13,9,12,14,35,18,5,15,12,26
SACRAMENTO KINGS,265,38,84,5,18,33,47,10,28,29,7,6,15,26
GOLDEN STATE WARRIORS,265,39,91,4,12,25,36,18,37,21,7,1,20,32
ATLANTA HAWKS,240,37,70,6,13,26,28,5,17,20,11,4,17,23
LOS ANGELES CLIPPERS,240,43,73,9,16,20,25,9,21,21,10,10,20,25
CLEVELAND CAVALIERS,240,40,89,1,10,7,11,11,23,19,10,7,12,18
TORONTO RAPTORS,240,45,84,8,13,17,22,14,35,32,10,6,15,17
MIAMI HEAT,240,31,65,5,15,20,26,7,28,17,6,4,15,21
UTAH JAZZ,240,31,72,5,16,13,19,9,26,23,6,6,13,24
INDIANA PACERS,240,31,77,1,9,23,30,10,32,18,14,3,14,21
WASHINGTON WIZARDS,240,27,65,0,6,20,28,5,32,16,5,12,22,25
