team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,38,77,8,19,24,29,6,28,26,5,4,12,26
DENVER NUGGETS,240,37,79,5,17,17,26,12,26,23,4,7,18,32
SEATTLE SUPERSONICS,240,40,89,7,24,12,18,17,30,29,10,6,24,24
ORLANDO MAGIC,240,42,94,7,18,19,26,19,26,21,13,7,15,20
PORTLAND TRAIL BLAZERS,240,32,87,3,13,8,11,12,36,20,4,10,11,19
SACRAMENTO KINGS,240,31,83,3,16,14,19,12,34,20,5,6,8,17
MINNESOTA TIMBERWOLVES,240,35,80,5,14,17,20,8,21,21,12,5,14,26
UTAH JAZZ,240,36,70,3,7,23,29,8,33,23,2,6,21,27
ATLANTA HAWKS,240,32,80,4,9,19,24,12,32,17,11,9,22,36
VANCOUVER GRIZZLIES,240,31,79,1,6,34,47,14,33,20,11,4,14,22
