team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,34,73,0,3,23,28,13,29,16,9,4,17,26
ATLANTA HAWKS,240,28,72,4,12,22,32,12,26,8,9,4,17,26
HOUSTON ROCKETS,265,40,87,6,19,23,42,11,30,22,11,6,11,27
DENVER NUGGETS,265,41,94,1,11,22,26,17,34,28,4,11,14,28
INDIANA PACERS,240,38,91,6,16,13,24,21,33,22,12,1,15,21
GOLDEN STATE WARRIORS,240,36,76,5,16,22,32,12,32,16,9,9,16,22
BOSTON CELTICS,240,34,74,11,22,18,27,8,24,16,10,0,16,18
MILWAUKEE BUCKS,240,45,78,7,15,11,16,8,30,32,10,5,15,23
DALLAS MAVERICKS,240,31,76,5,15,17,18,14,23,17,8,2,19,24
PORTLAND TRAIL BLAZERS,240,38,74,3,12,16,21,12,27,22,10,5,16,19
LOS ANGELES LAKERS,240,35,85,1,20,17,22,16,24,26,8,8,21,22
SEATTLE SUPERSONICS,240,46,82,8,15,21,24,7,33,27,13,5,12,25
