team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,30,83,4,13,21,34,10,22,22,9,7,5,26
DENVER NUGGETS,240,31,72,4,11,23,32,13,34,23,1,7,18,31
CHARLOTTE HORNETS,240,36,82,3,9,5,10,16,26,21,5,4,13,12
HOUSTON ROCKETS,240,35,74,2,12,12,14,7,30,19,7,6,9,12
LOS ANGELES LAKERS,265,41,83,6,19,24,35,10,36,22,4,5,15,23
SACRAMENTO KINGS,265,40,91,11,25,19,22,11,33,21,10,3,10,23
PORTLAND TRAIL BLAZERS,240,35,76,2,7,14,20,9,40,23,3,7,11,21
TORONTO RAPTORS,240,31,89,5,17,13,19,13,31,20,4,2,8,21
ORLANDO MAGIC,240,29,73,3,11,23,36,11,27,20,13,5,22,31
UTAH JAZZ,240,33,67,3,8,30,43,9,33,27,12,7,24,34
LOS ANGELES CLIPPERS,240,30,76,5,11,11,16,14,24,17,3,5,11,19
VANCOUVER GRIZZLIES,240,27,71,2,9,16,21,13,30,19,7,3,12,24
SAN ANTONIO SPURS,240,37,76,4,7,21,31,10,31,22,9,6,13,20
WASHINGTON WIZARDS,240,36,83,6,9,17,19,10,32,19,7,6,15,26
