team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,33,92,7,21,10,14,17,33,18,4,3,22,28
BOSTON CELTICS,240,32,77,7,15,32,38,10,33,22,13,7,14,22
WASHINGTON WIZARDS,240,33,65,4,8,25,28,4,32,24,5,5,18,28
CHARLOTTE HORNETS,240,27,74,0,9,23,32,11,22,21,9,6,16,25
SACRAMENTO KINGS,290,30,83,6,16,34,40,14,24,18,8,6,21,21
CLEVELAND CAVALIERS,290,40,86,0,4,22,29,17,34,27,8,9,21,32
UTAH JAZZ,240,33,66,4,9,27,38,7,31,22,5,5,15,31
LOS ANGELES LAKERS,240,34,79,3,13,21,34,14,25,17,5,6,12,29
ORLANDO MAGIC,240,31,79,1,11,16,28,15,31,8,7,4,29,27
MIAMI HEAT,240,38,76,8,17,21,26,6,32,22,12,6,21,31
TORONTO RAPTORS,240,39,86,5,13,15,18,16,24,23,10,5,16,26
PHILADELPHIA 76ERS,240,41,85,3,11,19,28,17,26,19,11,10,14,23
DENVER NUGGETS,240,39,88,7,25,14,26,11,22,20,11,5,13,26
SEATTLE SUPERSONICS,240,44,79,5,12,19,24,10,37,27,7,4,24,23
