team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,39,74,5,12,15,21,9,35,32,4,5,14,16
CHICAGO BULLS,240,29,75,3,8,14,17,7,29,20,10,3,13,21
WASHINGTON WIZARDS,240,26,65,1,4,20,29,12,29,14,5,5,25,26
CLEVELAND CAVALIERS,240,30,73,4,10,22,30,10,31,19,11,5,17,30
DETROIT PISTONS,240,32,86,3,10,17,25,13,34,20,11,2,15,25
INDIANA PACERS,240,35,79,6,16,18,28,14,41,24,8,9,17,23
MINNESOTA TIMBERWOLVES,240,39,85,7,17,18,20,21,27,22,6,4,17,24
MILWAUKEE BUCKS,240,35,75,4,12,18,23,11,21,16,11,4,16,21
SEATTLE SUPERSONICS,240,31,63,6,13,23,34,6,21,18,8,7,30,23
NEW JERSEY NETS,240,54,90,4,10,14,23,13,25,25,18,2,17,32
CHARLOTTE HORNETS,240,25,76,4,12,13,21,15,32,15,6,5,13,22
NEW YORK KNICKS,240,33,75,1,7,14,18,8,33,13,6,4,10,21
BOSTON CELTICS,240,31,81,5,17,16,27,10,33,16,9,6,15,33
PHILADELPHIA 76ERS,240,28,78,1,12,28,37,13,37,18,6,4,16,23
MIAMI HEAT,240,28,73,5,14,21,29,5,29,16,13,6,18,23
PHOENIX SUNS,240,33,80,3,17,15,22,13,34,24,10,9,19,23
HOUSTON ROCKETS,240,37,78,2,11,12,14,5,20,18,10,2,13,23
PORTLAND TRAIL BLAZERS,240,43,71,7,9,18,28,3,36,31,7,6,15,19
VANCOUVER GRIZZLIES,240,31,86,5,11,11,18,10,32,19,12,4,11,23
SAN ANTONIO SPURS,240,30,66,4,10,27,37,4,43,20,5,7,17,19
